Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Glaucoma (primary angle closure)	1/12	0.020215692219209058	0.0803163988168576	0	0	54.972451790633606	214.4638136267328	COL11A1
Diastolic blood pressure	4/646	0.023213151427975906	0.08875103826391585	0	0	4.013291796469367	15.102162668562721	FBN2;FGF5;BDNF;TBX5
Breastfeeding duration	1/14	0.023546193825120534	0.08875103826391585	0	0	46.51048951048951	174.35810878919273	FBN2
Lumbar spine bone mineral density (trabecular)	1/16	0.02686570725940496	0.09243622895026345	0	0	40.3050505050505	145.77952373263088	TNFRSF11B
Temperament	1/17	0.028521354338754766	0.09243622895026345	0	0	37.78409090909091	134.401872793062	FBN2
P wave duration	1/17	0.028521354338754766	0.09243622895026345	0	0	37.78409090909091	134.401872793062	TBX5
Food allergy	1/18	0.030174267482518016	0.09243622895026345	0	0	35.559714795008915	124.48623298308226	SERPINB7
Coffee consumption (cups per day)	1/18	0.030174267482518016	0.09243622895026345	0	0	35.559714795008915	124.48623298308226	BDNF
BMI in smokers	1/18	0.030174267482518016	0.09243622895026345	0	0	35.559714795008915	124.48623298308226	BDNF
Body mass index (adult)	1/18	0.030174267482518016	0.09243622895026345	0	0	35.559714795008915	124.48623298308226	BDNF
Potassium levels	1/18	0.030174267482518016	0.09243622895026345	0	0	35.559714795008915	124.48623298308226	FGF5
Blond vs. brown/black hair color	2/160	0.030183258432739085	0.09243622895026345	0	0	7.8354430379746836	27.427716561257967	FGF5;ADAMTS12
Heart rate response to recovery post exercise	1/19	0.031824451052594106	0.0949206919498411	0	0	33.582491582491585	115.77632426352072	CHRM2
Barrett's esophagus  or Esophageal adenocarcinoma	1/20	0.033471909401101146	0.0949206919498411	0	0	31.8133971291866	108.07165990908112	TBX5
Systemic lupus erythematosus and Systemic sclerosis	1/21	0.035116646880288954	0.0949206919498411	0	0	30.221212121212123	101.21325681429822	TNFSF4
Narcolepsy	1/21	0.035116646880288954	0.0949206919498411	0	0	30.221212121212123	101.21325681429822	TNFSF4
Heart rate response to recovery post exercise (10 sec)	1/22	0.03675866784401453	0.0949206919498411	0	0	28.78066378066378	95.0735042734142	CHRM2
Heart rate response to recovery post exercise (30 sec)	1/22	0.03675866784401453	0.0949206919498411	0	0	28.78066378066378	95.0735042734142	CHRM2
Electrocardiographic traits	1/23	0.038397976622418103	0.0949206919498411	0	0	27.47107438016529	89.54884880069255	TBX5
Osteoarthritis (hip)	1/23	0.038397976622418103	0.0949206919498411	0	0	27.47107438016529	89.54884880069255	COL11A1
Heart rate response to recovery post exercise (40 sec)	1/23	0.038397976622418103	0.0949206919498411	0	0	27.47107438016529	89.54884880069255	CHRM2
Childhood body mass index	1/24	0.04003457755707583	0.0949206919498411	0	0	26.27536231884058	84.55442492330164	BDNF
Chloride levels	1/24	0.04003457755707583	0.0949206919498411	0	0	26.27536231884058	84.55442492330164	BDNF
Lumbar spine bone mineral density (integral)	1/24	0.04003457755707583	0.0949206919498411	0	0	26.27536231884058	84.55442492330164	TNFRSF11B
Body mass index in physically inactive individuals	1/24	0.04003457755707583	0.0949206919498411	0	0	26.27536231884058	84.55442492330164	BDNF
Hypospadias	1/24	0.04003457755707583	0.0949206919498411	0	0	26.27536231884058	84.55442492330164	GREM1
Heart rate response to recovery post exercise (20 sec)	1/25	0.041668474974439	0.09712414636334511	0	0	25.17929292929293	80.0200555972378	CHRM2
Carboplatin disposition in epthelial ovarian cancer	1/26	0.043299673200093314	0.09712414636334511	0	0	24.170909090909092	75.88723251587066	WNT5A
Response to fenofibrate (total cholesterol levels)	1/26	0.043299673200093314	0.09712414636334511	0	0	24.170909090909092	75.88723251587066	FBN2
Seasonality and depression	1/27	0.0449281765490304	0.09712414636334511	0	0	23.24009324009324	72.10680817166444	ADAMTS12
Weight	1/27	0.0449281765490304	0.09712414636334511	0	0	23.24009324009324	72.10680817166444	BDNF
Heart rate response to recovery post exercise (50 sec)	1/27	0.0449281765490304	0.09712414636334511	0	0	23.24009324009324	72.10680817166444	CHRM2
Obesity (extreme)	1/29	0.048177115857800386	0.10117194330138081	0	0	21.57792207792208	65.4430572478459	FBN2
Smoking behavior	1/29	0.048177115857800386	0.10117194330138081	0	0	21.57792207792208	65.4430572478459	BDNF
Airflow obstruction	1/31	0.051415327328444255	0.10497295996224035	0	0	20.13737373737374	59.76407945997836	TBX5
Bone mineral density (total hip)	1/31	0.051415327328444255	0.10497295996224035	0	0	20.13737373737374	59.76407945997836	TBX5
Orofacial clefts	1/32	0.05303042084188405	0.1067872858048898	0	0	19.486803519061585	57.23058965591193	GREM1
Urate levels (BMI interaction)	1/33	0.05464284526670249	0.10709997672273687	0	0	18.876893939393938	54.873941288604264	COL11A1
Blood pressure (smoking interaction)	1/33	0.05464284526670249	0.10709997672273687	0	0	18.876893939393938	54.873941288604264	COLEC10
Beard thickness	1/36	0.05946414661556277	0.11230702043967673	0	0	17.256277056277057	48.70380102145059	FBN2
Heart rate	1/36	0.05946414661556277	0.11230702043967673	0	0	17.256277056277057	48.70380102145059	CHRM2
Height	3/527	0.05959148023329786	0.11230702043967673	0	0	3.5906180743659197	10.126414284299264	FBN2;STC2;PAPPA
Heschl's gyrus morphology	1/38	0.06266508019344691	0.11660464289160374	0	0	16.321867321867323	45.21077142395581	FBN2
Nose size	1/39	0.06426157953263534	0.1166228665592271	0	0	15.891547049441787	43.619012587141874	FOXL1
Serum alkaline phosphatase levels	1/39	0.06426157953263534	0.1166228665592271	0	0	15.891547049441787	43.619012587141874	TNFRSF11B
Waist-to-hip ratio adjusted for BMI (age >50)	2/250	0.0672240757204007	0.11989102286751352	0	0	4.969254032258065	13.415613508171965	LOXL2;CPA4
Male-pattern baldness	2/251	0.06769357073471852	0.11989102286751352	0	0	4.949046184738956	13.326613749828992	FGF5;ZC3H11A
Diastolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	1/42	0.0690352585528232	0.12081170246744061	0	0	14.726533628972653	39.36605534679617	FGF5
Urate levels in overweight individuals	1/43	0.07062122597102223	0.1220008267718201	0	0	14.375180375180376	38.10033066830352	STC2
Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	1/44	0.0722045709465874	0.1220008267718201	0	0	14.04016913319239	36.90110155975086	FGF5
Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	1/44	0.0722045709465874	0.1220008267718201	0	0	14.04016913319239	36.90110155975086	FGF5
Visceral fat	1/46	0.07536341037599187	0.12589115142353186	0	0	13.414814814814815	34.683110213712276	TBX5
Diabetic retinopathy	1/47	0.07693891322048374	0.12707887913945068	0	0	13.122529644268775	33.655922697718275	TNFSF4
Protein quantitative trait loci	1/52	0.08477742591890931	0.13846979566755188	0	0	11.833036244800951	29.200690909254362	COL11A1
QRS duration	1/55	0.08944948211911666	0.14138789109150696	0	0	11.173961840628508	26.974851864411704	TBX5
Obesity	1/55	0.08944948211911666	0.14138789109150696	0	0	11.173961840628508	26.974851864411704	BDNF
Serum uric acid levels	1/55	0.08944948211911666	0.14138789109150696	0	0	11.173961840628508	26.974851864411704	FGF5
Pulse pressure x alcohol consumption interaction (2df test)	1/56	0.09100168383239461	0.14231114386555327	0	0	10.970247933884297	26.29433790784365	FGF5
Blood urea nitrogen levels	1/57	0.09255131724454436	0.1432109856310318	0	0	10.773809523809524	25.641580554578063	FGF5
BMI in non-smokers	1/58	0.09409838647736117	0.14408815429345928	0	0	10.584263689526848	25.015000999516026	BDNF
Thiazide-induced adverse metabolic effects in hypertensive patients	1/60	0.09718484886207923	0.14728013178067678	0	0	10.224447868515664	23.834624062165258	LOX
Hypertension	1/61	0.09872425022238016	0.14808637533357022	0	0	10.053535353535354	23.278203742559715	FGF5
Central corneal thickness	1/66	0.10638312227297914	0.15705319647681348	0	0	9.277855477855478	20.788968145718474	LOXL2
PR interval	1/67	0.10790729825957934	0.15705319647681348	0	0	9.13682277318641	20.34297847612108	TBX5
Copper levels	1/67	0.10790729825957934	0.15705319647681348	0	0	9.13682277318641	20.34297847612108	CHRM2
Hip circumference	1/69	0.11094808432236665	0.15989576858223428	0	0	8.867201426024955	19.49625278180184	BDNF
Chin dimples	1/74	0.11850610347257144	0.1643873491596746	0	0	8.257783312577834	17.612124390060146	GREM1
Urate levels	1/74	0.11850610347257144	0.1643873491596746	0	0	8.257783312577834	17.612124390060146	FGF5
Rheumatoid arthritis (ACPA-positive)	1/74	0.11850610347257144	0.1643873491596746	0	0	8.257783312577834	17.612124390060146	TNFSF4
Waist circumference	1/75	0.1200102059268166	0.1643873491596746	0	0	8.145782145782146	17.270512093187097	BDNF
Dental caries	1/75	0.1200102059268166	0.1643873491596746	0	0	8.145782145782146	17.270512093187097	SCN9A
Glaucoma (primary open-angle)	1/76	0.1215118172783869	0.1643873491596746	0	0	8.036767676767676	16.939446916298973	COL11A1
BMI (adjusted for smoking behaviour)	1/77	0.12301094154805582	0.1643873491596746	0	0	7.930622009569378	16.618475446932944	BDNF
Body mass index (joint analysis main effects and smoking interaction)	1/77	0.12301094154805582	0.1643873491596746	0	0	7.930622009569378	16.618475446932944	BDNF
Extremely high intelligence	1/78	0.12450758270134277	0.1648884203342107	0	0	7.827233372687918	16.307169245486165	COL11A1
Body mass index in physically active individuals	1/80	0.12749343166120705	0.16631972957053395	0	0	7.628308400460299	15.711953825485486	BDNF
Lung function (FEV1/FVC)	1/81	0.12898264742204674	0.16631972957053395	0	0	7.532575757575757	15.427298171197009	WNT5A
Mean arterial pressure x alcohol consumption interaction (2df test)	1/81	0.12898264742204674	0.16631972957053395	0	0	7.532575757575757	15.427298171197009	FGF5
Blood protein levels	6/2091	0.13837941174965956	0.17688498719304308	0	0	1.8377183967112025	3.6345585962458204	PSG5;BDNF;MMP1;TNFRSF11B;PDCD1LG2;CPA4
Attention deficit hyperactivity disorder	1/90	0.1422750401804758	0.1786106558050823	0	0	6.7677902621722845	13.197144936653295	LOXL2
Type 1 diabetes	1/91	0.1437397616838324	0.1786106558050823	0	0	6.692255892255893	12.981308887513196	TNFRSF11B
Body mass index (joint analysis main effects and physical activity interaction)	1/91	0.1437397616838324	0.1786106558050823	0	0	6.692255892255893	12.981308887513196	BDNF
Prostate cancer	2/399	0.14705830531288175	0.1786106558050823	0	0	3.0807619647355162	5.905593129183144	STC2;TBX5
Alopecia areata	1/94	0.14811937485679208	0.1786106558050823	0	0	6.4753991528185075	12.366307690734349	TNFSF4
Coronary artery disease (myocardial infarction, PTCA, CABG, angina or CIHD)	1/94	0.14811937485679208	0.1786106558050823	0	0	6.4753991528185075	12.366307690734349	FGF5
Intraocular pressure	2/401	0.1482346939334697	0.1786106558050823	0	0	3.0650062656641603	5.850969737041756	FBN2;LOX
Diastolic blood pressure x alcohol consumption interaction (2df test)	1/96	0.151027029770598	0.18049571850632445	0	0	6.3384370015948965	11.98152498220752	FGF5
Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test)	2/419	0.15891051036642329	0.18838584696664698	0	0	2.930005995203837	5.389494232525045	LOXL2;CPA4
Coronary artery disease	2/433	0.1673157733825079	0.19676334949782925	0	0	2.8328016241299303	5.064687819789682	FGF5;BDNF
Mean arterial pressure	1/110	0.1711126023422634	0.19963136939930728	0	0	5.520433694745622	9.745958280916204	FGF5
Systolic blood pressure x alcohol consumption interaction (2df test)	1/115	0.1781736283799067	0.2062324674948526	0	0	5.276980329611908	9.102773991144383	FGF5
Resting heart rate	1/127	0.19488272597929399	0.22381063061684545	0	0	4.7715247715247715	7.80314789859015	CHRM2
Celiac disease	1/130	0.19900819998253821	0.22677678602661333	0	0	4.6598543575287765	7.522911974552478	TNFSF4
Waist-to-hip ratio adjusted for BMI (age <50)	1/153	0.2299623555726211	0.2600343559167331	0	0	3.9501594896331738	5.806101060955312	LOXL2
Hand grip strength	1/156	0.23391323954845006	0.26248279552383325	0	0	3.8731182795698924	5.626885615851799	BDNF
Allergic disease (asthma, hay fever or eczema)	1/172	0.2546545936343233	0.2828729515124427	0	0	3.5078858763069287	4.798251827530825	TNFSF4
Sum eosinophil basophil counts	1/173	0.2559326704160195	0.2828729515124427	0	0	3.4873150105708244	4.752655441391066	TNFRSF11B
Eosinophil counts	1/199	0.28842595986306	0.31640758283484943	0	0	3.025405570860116	3.761537767378229	TNFRSF11B
Menarche (age at onset)	1/212	0.30415186571641417	0.3311875871134287	0	0	2.837139164153382	3.3768428817219376	BDNF
Breast cancer	1/219	0.3124793989057289	0.3377534679348687	0	0	2.7450653322212957	3.1931059344268697	ZC3H11A
Multiple sclerosis	1/244	0.34143828970353873	0.36611858031399164	0	0	2.459533607681756	2.642986087339605	ALPK2
Red blood cell count	1/246	0.3437031570294615	0.36611858031399164	0	0	2.439208410636982	2.6050182606204073	FGF5
Diisocyanate-induced asthma	1/261	0.36045034426747163	0.38119568782243407	0	0	2.2967365967365967	2.3435924877712164	ALPK2
Obesity-related traits	2/804	0.39935862544688017	0.4193265567192242	0	0	1.4934538653366582	1.370834515449118	FOXL1;TBX5
Systemic lupus erythematosus	1/365	0.4656759067347112	0.48060243814342063	0	0	1.6318681318681318	1.247180294942467	TNFSF4
Intelligence (MTAG)	1/366	0.4666011412734849	0.48060243814342063	0	0	1.6273142382731425	1.2404698680228587	COL11A1
Waist-to-hip ratio adjusted for BMI	1/367	0.46752482077897384	0.48060243814342063	0	0	1.6227852293426064	1.2338082170982994	LOXL2
Type 2 diabetes	1/397	0.4945245143386041	0.504827108387325	0	0	1.497551270278543	1.054513538752883	WNT5A
Night sleep phenotypes	1/555	0.6162015836933055	0.6247009158821787	0	0	1.061809430040477	0.5141080819587195	FBN2
Crohn's disease	1/613	0.6532980053057008	0.6577726491776577	0	0	0.9583085759556348	0.4079729385417815	TNFSF4
Body mass index	1/1246	0.8879613050562595	0.8879613050562595	0	0	0.4556650845807472	0.05414536618873918	BDNF
