Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Axon guidance	1/182	0.2673400473115608	0.32187448752612113	0	0	3.3124058262179807	4.369837875869921	WNT5A
Alcoholism	1/186	0.2723553355990256	0.32187448752612113	0	0	3.24013104013104	4.214268934435581	BDNF
Proteoglycans in cancer	1/205	0.2957264673487171	0.3404702516012233	0	0	2.935531788472965	3.5764181121335956	WNT5A
Rap1 signaling pathway	1/210	0.30175464378659994	0.3404702516012233	0	0	2.8645788023778453	3.432169395669736	FGF5
Lipid and atherosclerosis	1/215	0.307732727408798	0.3404702516012233	0	0	2.796941376380629	3.2962615342495463	MMP1
Coronavirus disease	1/232	0.3276889279274936	0.354996338588118	0	0	2.5888757706939525	2.888384131701584	MMP1
Chemical carcinogenesis	1/239	0.33574288141631126	0.35629856803363646	0	0	2.5118411000763943	2.7414476054403805	FGF5
Huntington disease	1/306	0.40824104809610634	0.4245706900199506	0	0	1.9534028812717337	1.7500487087486432	BDNF
Human papillomavirus infection	1/331	0.43327428421508485	0.4417698584153806	0	0	1.8031221303948577	1.5081030420741708	WNT5A
Alzheimer disease	1/369	0.46936752452344377	0.46936752452344377	0	0	1.6138010540184453	1.2206293848147969	WNT5A
